,MAS_S,MAS_O,MAS_D,MAS_M,PD,METACOG
18161,5.5,4.0,2.0,6.0,23.0,17.5
18162,8.0,6.0,1.5,8.0,3.0,23.5
18163,8.0,5.0,3.0,4.5,27.0,20.5
18164,6.5,5.0,2.5,6.5,10.0,20.5
18165,5.5,5.5,3.0,7.5,25.0,21.5
18166,7.0,6.0,3.0,6.5,2.0,22.5
18167,7.5,6.0,2.0,5.0,26.0,20.5
18168,7.0,4.0,2.5,4.5,11.0,18.0
18169,7.0,5.5,2.5,6.5,24.0,21.5
18170,5.5,5.5,2.0,7.5,9.0,20.5
18171,6.5,5.5,2.5,7.0,15.0,21.5
18172,6.5,4.0,2.5,4.5,15.0,17.5
18173,7.5,4.0,1.5,5.0,24.0,18.0
18174,8.0,4.0,1.5,8.0,23.0,21.5
18175,8.0,4.0,3.0,6.5,7.0,21.5
18176,5.5,4.0,3.0,8.0,18.0,20.5
18177,5.5,6.0,1.5,5.5,8.0,18.5
18178,7.5,4.0,1.5,6.5,22.0,19.5
18179,8.0,6.0,2.0,5.0,9.0,21.0
18180,7.0,5.0,2.0,6.0,0.0,20.0
18181,6.5,4.0,1.5,8.0,3.0,20.0
18182,7.5,5.5,1.5,5.5,25.0,20.0
18183,5.5,5.5,1.5,8.0,15.0,20.5
18184,7.5,4.5,2.5,7.5,14.0,22.0
18185,7.5,5.5,2.0,5.5,6.0,20.5
18186,5.5,5.5,3.0,6.5,24.0,20.5
18187,6.0,5.0,2.0,5.0,16.0,18.0
18188,7.5,4.5,2.5,7.0,3.0,21.5
18189,7.5,4.0,2.0,6.5,16.0,20.0
18190,6.0,4.0,2.5,8.0,13.0,20.5
18191,5.5,5.5,3.0,5.0,13.0,19.0
18192,6.5,4.5,1.5,7.0,27.0,19.5
18193,7.0,5.0,2.5,7.0,6.0,21.5
18194,6.0,6.0,2.5,6.5,26.0,21.0
18195,7.5,4.5,2.5,4.5,1.0,19.0
18196,6.0,5.5,3.0,5.5,11.0,20.0
18197,5.5,5.0,1.5,5.5,21.0,17.5
18198,6.0,5.5,2.5,8.0,8.0,22.0
18199,6.0,5.5,2.0,6.5,1.0,20.0
18200,8.0,4.0,2.0,7.0,3.0,21.0
18201,8.0,6.0,2.0,7.5,19.0,23.5
18202,6.5,6.0,1.5,5.0,2.0,19.0
18203,6.5,5.0,2.0,7.5,17.0,21.0
18204,8.0,5.0,1.5,6.0,8.0,20.5
18205,8.0,6.0,2.0,7.0,26.0,23.0
18206,8.0,5.5,2.5,6.5,8.0,22.5
18207,6.5,4.5,1.5,4.5,25.0,17.0
18208,6.5,5.5,3.0,5.0,25.0,20.0
18209,5.5,4.5,2.5,5.0,12.0,17.5
18210,8.0,5.0,2.5,5.0,5.0,20.5
18211,7.0,4.0,2.5,4.5,17.0,18.0
18212,8.0,5.5,1.5,4.5,20.0,19.5
18213,7.5,5.0,1.5,6.5,24.0,20.5
18214,6.0,4.0,3.0,7.5,5.0,20.5
18215,7.0,4.5,1.5,7.0,6.0,20.0
18216,7.0,5.5,3.0,6.0,14.0,21.5
18217,6.5,6.0,3.0,5.5,11.0,21.0
18218,7.5,5.0,2.5,7.5,19.0,22.5
18219,6.5,5.5,2.5,6.0,26.0,20.5
18220,7.0,4.0,3.0,4.5,15.0,18.5
18221,7.5,6.0,2.0,6.5,5.0,22.0
18222,6.5,4.0,2.0,4.5,14.0,17.0
18223,8.0,4.0,2.5,8.0,21.0,22.5
18224,6.0,5.0,2.5,6.0,5.0,19.5
18225,7.5,5.5,3.0,5.5,5.0,21.5
18226,8.0,5.0,3.0,5.0,21.0,21.0
18227,7.0,5.5,3.0,6.0,15.0,21.5
18228,5.5,5.5,1.5,8.0,22.0,20.5
18229,7.0,5.5,2.0,5.5,23.0,20.0
18230,6.0,5.5,3.0,6.0,1.0,20.5
18231,6.0,5.0,1.5,6.0,4.0,18.5
18232,7.5,5.0,2.5,6.0,15.0,21.0
18233,6.5,6.0,2.0,6.5,14.0,21.0
18234,5.5,4.0,2.5,5.5,27.0,17.5
18235,7.5,4.0,3.0,5.5,0.0,20.0
18236,6.0,4.5,2.5,5.0,15.0,18.0
18237,7.5,5.5,3.0,7.5,12.0,23.5
18238,7.0,4.0,3.0,5.0,5.0,19.0
18239,8.0,4.0,2.5,4.5,7.0,19.0
18240,5.5,5.0,3.0,5.0,20.0,18.5
18241,7.5,4.0,3.0,7.5,22.0,22.0
18242,5.5,6.0,2.0,7.0,11.0,20.5
18243,7.0,6.0,3.0,7.5,7.0,23.5
18244,6.5,5.5,2.0,7.5,7.0,21.5
18245,5.5,4.0,2.0,7.0,2.0,18.5
18246,7.5,4.5,2.5,5.0,23.0,19.5
18247,7.5,4.5,1.5,8.0,20.0,21.5
18248,6.5,5.0,1.5,7.5,16.0,20.5
18249,7.5,6.0,2.0,5.5,8.0,21.0
18250,5.5,5.5,2.0,6.5,18.0,19.5
18251,8.0,4.5,1.5,4.5,9.0,18.5
18252,5.5,4.5,2.5,7.5,5.0,20.0
18253,5.5,5.5,2.5,7.5,11.0,21.0
18254,6.0,5.0,2.0,7.0,23.0,20.0
18255,6.0,5.5,2.0,8.0,6.0,21.5
18256,7.0,4.5,2.5,7.5,14.0,21.5
18257,6.5,4.5,2.5,7.5,26.0,21.0
18258,6.0,4.5,2.0,6.0,18.0,18.5
18259,6.5,6.0,3.0,7.5,17.0,23.0
18260,7.0,4.0,1.5,8.0,11.0,20.5
18261,6.5,5.0,1.5,7.0,13.0,20.0
18262,7.5,5.5,2.5,5.5,15.0,21.0
18263,5.5,6.0,3.0,8.0,24.0,22.5
18264,7.5,5.0,2.5,5.5,7.0,20.5
18265,5.5,4.0,2.5,7.0,14.0,19.0
18266,7.0,5.0,1.5,4.5,20.0,18.0
18267,6.0,5.5,2.5,7.0,26.0,21.0
18268,5.5,4.0,1.5,7.0,25.0,18.0
18269,8.0,6.0,2.0,6.0,24.0,22.0
18270,7.0,4.5,2.0,7.5,13.0,21.0
18271,7.5,5.5,2.5,4.5,8.0,20.0
18272,6.5,5.5,3.0,4.5,2.0,19.5
18273,6.0,5.5,2.5,8.0,27.0,22.0
18274,6.0,5.0,2.0,7.5,11.0,20.5
18275,6.5,4.0,2.5,5.0,5.0,18.0
18276,7.5,5.5,1.5,5.5,21.0,20.0
18277,6.0,6.0,1.5,7.0,19.0,20.5
18278,8.0,5.5,2.5,8.0,18.0,24.0
18279,7.5,4.0,2.0,5.0,16.0,18.5
18280,6.0,5.5,3.0,5.5,14.0,20.0
18281,6.0,6.0,2.0,8.0,27.0,22.0
18282,8.0,5.5,1.5,4.5,14.0,19.5
18283,7.5,4.5,1.5,7.0,14.0,20.5
18284,7.5,5.5,2.0,7.0,10.0,22.0
18285,8.0,4.0,3.0,7.0,3.0,22.0
18286,6.5,4.0,1.5,4.5,9.0,16.5
18287,7.0,5.0,3.0,8.0,20.0,23.0
18288,7.0,6.0,2.5,6.0,15.0,21.5
18289,6.5,6.0,1.5,5.5,0.0,19.5
18290,7.5,5.0,3.0,7.5,9.0,23.0
18291,6.0,5.5,1.5,6.0,24.0,19.0
18292,7.5,4.0,2.5,7.0,0.0,21.0
18293,5.5,6.0,2.5,5.0,1.0,19.0
18294,7.0,4.5,1.5,7.5,11.0,20.5
18295,6.5,4.0,1.5,6.5,16.0,18.5
18296,7.0,5.0,3.0,7.5,10.0,22.5
18297,5.5,5.0,1.5,6.5,6.0,18.5
18298,6.5,4.0,2.5,5.5,18.0,18.5
18299,7.5,4.0,2.0,4.5,13.0,18.0
18300,8.0,4.5,3.0,6.5,6.0,22.0
18301,6.5,4.0,2.5,8.0,27.0,21.0
18302,7.5,5.0,3.0,7.5,25.0,23.0
18303,5.5,4.5,2.0,6.5,26.0,18.5
18304,6.0,6.0,1.5,7.0,2.0,20.5
18305,6.0,6.0,2.0,6.5,24.0,20.5
18306,5.5,4.5,3.0,7.0,6.0,20.0
18307,7.0,5.5,3.0,5.0,1.0,20.5
18308,6.5,5.5,2.0,4.5,7.0,18.5
18309,8.0,6.0,1.5,5.5,15.0,21.0
18310,6.5,4.5,1.5,5.0,1.0,17.5
18311,7.5,4.5,2.5,4.5,19.0,19.0
18312,5.5,4.5,3.0,6.0,1.0,19.0
18313,8.0,6.0,3.0,4.5,12.0,21.5
18314,6.5,5.0,2.5,5.0,14.0,19.0
18315,6.5,6.0,2.5,5.5,12.0,20.5
18316,7.0,5.5,2.0,7.0,26.0,21.5
18317,6.0,4.5,2.5,8.0,7.0,21.0
18318,6.5,5.5,2.5,8.0,8.0,22.5
18319,5.5,5.5,2.0,5.5,25.0,18.5
18320,7.5,4.5,2.0,6.0,6.0,20.0
18321,5.5,5.5,3.0,8.0,2.0,22.0
18322,6.5,4.5,1.5,4.5,16.0,17.0
18323,5.5,4.5,2.5,6.5,24.0,19.0
18324,6.0,5.0,2.5,5.5,17.0,19.0
18325,7.0,4.0,3.0,7.0,9.0,21.0
18326,7.0,5.5,3.0,7.5,9.0,23.0
18327,6.5,4.0,2.5,8.0,12.0,21.0
18328,7.5,5.0,2.5,7.5,6.0,22.5
18329,6.0,4.0,2.0,5.0,8.0,17.0
18330,7.0,4.0,2.0,7.0,9.0,20.0
18331,8.0,4.0,2.5,6.5,22.0,21.0
18332,8.0,5.0,2.0,7.0,17.0,22.0
18333,5.5,5.0,2.5,7.5,7.0,20.5
18334,6.0,4.0,3.0,6.5,14.0,19.5
18335,6.5,5.0,2.0,6.5,3.0,20.0
18336,6.5,5.5,2.5,6.5,12.0,21.0
18337,8.0,5.0,2.5,6.0,0.0,21.5
18338,5.5,5.5,2.5,5.5,1.0,19.0
18339,7.5,4.0,2.0,4.5,3.0,18.0
18340,6.0,4.5,2.5,6.0,8.0,19.0
18341,5.5,4.0,2.0,7.0,15.0,18.5
18342,6.5,4.5,1.5,6.0,11.0,18.5
18343,7.5,6.0,2.0,5.0,8.0,20.5
18344,7.5,4.0,2.0,8.0,7.0,21.5
18345,6.5,5.0,1.5,5.5,9.0,18.5
18346,8.0,5.0,2.5,4.5,17.0,20.0
18347,5.5,5.0,2.0,6.0,8.0,18.5
18348,6.0,5.5,1.5,7.0,15.0,20.0
18349,6.5,4.0,2.0,7.0,21.0,19.5
18350,6.0,5.5,2.5,6.5,13.0,20.5
18351,8.0,5.5,1.5,6.0,21.0,21.0
18352,6.0,5.5,2.5,7.5,9.0,21.5
18353,6.5,5.0,3.0,5.0,25.0,19.5
18354,5.5,6.0,2.5,6.5,16.0,20.5
18355,8.0,5.5,2.0,7.5,9.0,23.0
18356,8.0,4.0,2.0,6.5,21.0,20.5
18357,6.0,4.0,1.5,5.0,21.0,16.5
18358,8.0,5.0,2.0,6.5,27.0,21.5
18359,7.5,6.0,1.5,6.5,5.0,21.5
18360,7.0,6.0,2.5,4.5,25.0,20.0
18361,5.5,5.5,3.0,5.5,10.0,19.5
18362,5.5,5.0,1.5,7.0,2.0,19.0
18363,6.0,4.0,2.0,4.5,13.0,16.5
18364,6.0,4.0,3.0,8.0,13.0,21.0
18365,7.0,5.0,2.5,8.0,15.0,22.5
18366,6.0,4.0,3.0,6.5,20.0,19.5
18367,6.5,5.0,1.5,5.0,16.0,18.0
18368,7.5,4.0,2.0,6.5,16.0,20.0
18369,7.5,5.5,2.0,5.0,13.0,20.0
18370,7.0,5.0,2.0,7.0,22.0,21.0
18371,8.0,4.0,1.5,4.5,14.0,18.0
18372,5.5,5.0,3.0,5.5,13.0,19.0
18373,8.0,5.5,3.0,7.5,18.0,24.0
18374,6.0,4.5,2.5,7.5,6.0,20.5
18375,7.0,6.0,2.5,6.0,12.0,21.5
18376,6.5,5.0,2.5,8.0,5.0,22.0
18377,5.5,5.5,1.5,5.0,24.0,17.5
18378,7.0,4.5,2.5,4.5,26.0,18.5
18379,5.5,6.0,3.0,4.5,24.0,19.0
18380,8.0,4.0,3.0,7.5,3.0,22.5
18381,7.0,5.5,2.0,4.5,26.0,19.0
18382,8.0,5.5,2.0,7.0,19.0,22.5
18383,5.5,5.0,1.5,7.5,15.0,19.5
18384,5.5,6.0,1.5,5.0,2.0,18.0
18385,7.5,6.0,2.0,4.5,1.0,20.0
18386,7.0,5.0,3.0,4.5,20.0,19.5
18387,5.5,5.0,1.5,7.0,1.0,19.0
18388,5.5,4.0,1.5,5.0,15.0,16.0
18389,7.0,4.0,1.5,7.5,25.0,20.0
18390,6.0,5.5,2.5,6.0,4.0,20.0
18391,7.0,5.0,1.5,7.5,12.0,21.0
18392,7.5,4.0,2.0,8.0,9.0,21.5
18393,5.5,4.5,2.0,6.5,4.0,18.5
18394,5.5,5.0,2.5,7.0,12.0,20.0
18395,7.5,6.0,2.0,8.0,7.0,23.5
18396,8.0,5.5,3.0,6.5,23.0,23.0
18397,7.5,6.0,1.5,6.5,13.0,21.5
18398,6.5,4.0,3.0,6.0,3.0,19.5
18399,7.5,4.0,2.0,7.0,14.0,20.5
18400,7.0,4.0,1.5,6.0,6.0,18.5
18401,8.0,5.5,3.0,5.0,9.0,21.5
18402,8.0,5.5,2.5,6.0,18.0,22.0
18403,7.5,4.5,2.0,6.5,25.0,20.5
18404,7.0,5.0,3.0,5.0,10.0,20.0
18405,7.0,6.0,2.5,5.0,5.0,20.5
18406,5.5,4.0,3.0,7.0,17.0,19.5
18407,6.0,6.0,2.0,7.5,14.0,21.5
18408,6.5,4.5,3.0,7.5,27.0,21.5
18409,5.5,6.0,3.0,7.5,19.0,22.0
18410,8.0,5.0,2.0,5.5,20.0,20.5
18411,7.5,4.0,1.5,6.5,13.0,19.5
18412,6.0,4.0,2.0,4.5,1.0,16.5
18413,7.0,4.5,1.5,7.5,10.0,20.5
18414,7.0,5.5,3.0,7.5,26.0,23.0
18415,6.0,5.5,2.0,6.5,26.0,20.0
18416,6.0,6.0,3.0,5.5,26.0,20.5
18417,7.0,5.5,3.0,5.5,26.0,21.0
18418,6.5,5.0,3.0,8.0,26.0,22.5
18419,7.5,5.5,3.0,8.0,13.0,24.0
18420,7.0,5.0,2.0,5.5,19.0,19.5
18421,7.5,4.5,3.0,4.5,7.0,19.5
18422,6.5,5.5,2.5,6.0,15.0,20.5
18423,8.0,5.5,3.0,5.0,25.0,21.5
18424,8.0,5.0,2.0,7.0,19.0,22.0
18425,6.5,5.5,2.0,5.5,12.0,19.5
18426,6.5,5.0,2.5,5.0,22.0,19.0
18427,5.5,4.0,2.0,4.5,3.0,16.0
18428,6.5,6.0,3.0,5.0,1.0,20.5
18429,7.0,4.0,2.0,4.5,7.0,17.5
18430,7.5,5.5,3.0,6.0,12.0,22.0
18431,6.5,4.0,2.0,7.5,14.0,20.0
18432,6.5,6.0,2.0,6.0,25.0,20.5
18433,5.5,6.0,1.5,6.5,1.0,19.5
18434,7.0,4.0,2.5,5.5,27.0,19.0
18435,6.0,5.0,1.5,5.5,18.0,18.0
18436,6.5,5.5,1.5,4.5,18.0,18.0
18437,6.0,4.5,2.5,4.5,26.0,17.5
18438,8.0,5.5,2.5,4.5,12.0,20.5
18439,7.5,5.5,2.0,5.5,15.0,20.5
18440,8.0,4.5,2.5,4.5,7.0,19.5
18441,8.0,5.5,3.0,8.0,14.0,24.5
18442,6.0,5.0,2.0,8.0,8.0,21.0
18443,8.0,5.5,1.5,5.5,13.0,20.5
18444,7.0,6.0,1.5,6.0,9.0,20.5
18445,6.0,6.0,1.5,7.0,15.0,20.5
18446,5.5,4.0,1.5,4.5,5.0,15.5
18447,7.0,5.5,3.0,7.5,20.0,23.0
18448,5.5,6.0,2.5,4.5,26.0,18.5
18449,6.0,5.5,3.0,7.0,0.0,21.5
18450,8.0,5.5,2.5,7.0,22.0,23.0
18451,6.0,4.0,3.0,4.5,3.0,17.5
18452,8.0,6.0,2.5,6.5,9.0,23.0
18453,8.0,5.5,2.5,5.5,7.0,21.5
18454,7.5,4.5,3.0,4.5,19.0,19.5
18455,5.5,4.5,2.0,5.0,5.0,17.0
18456,8.0,6.0,3.0,5.0,8.0,22.0
18457,7.5,5.5,2.0,5.0,14.0,20.0
18458,7.0,5.5,2.0,7.5,17.0,22.0
18459,7.5,4.0,2.5,5.5,26.0,19.5
18460,5.5,5.5,2.5,8.0,1.0,21.5
18461,8.0,5.0,2.5,5.0,15.0,20.5
18462,7.0,4.0,1.5,7.5,6.0,20.0
18463,8.0,5.5,3.0,6.5,5.0,23.0
18464,7.0,4.0,2.5,7.0,0.0,20.5
18465,8.0,4.5,1.5,5.0,4.0,19.0
18466,6.5,4.0,3.0,6.5,6.0,20.0
18467,7.0,6.0,1.5,4.5,17.0,19.0
18468,5.5,5.0,1.5,5.0,17.0,17.0
18469,7.0,4.0,3.0,5.5,17.0,19.5
18470,7.5,5.5,2.0,6.5,16.0,21.5
18471,7.0,4.5,3.0,5.5,7.0,20.0
18472,7.5,5.5,2.5,7.5,16.0,23.0
18473,7.5,4.0,2.5,5.0,13.0,19.0
18474,7.5,6.0,2.5,5.5,14.0,21.5
18475,8.0,6.0,1.5,7.0,4.0,22.5
18476,7.0,6.0,2.0,7.0,9.0,22.0
18477,5.5,4.5,2.0,8.0,0.0,20.0
18478,6.0,6.0,2.5,8.0,1.0,22.5
18479,8.0,5.0,3.0,7.0,11.0,23.0
18480,6.0,4.5,2.0,7.0,15.0,19.5
18481,7.5,5.5,2.0,5.0,11.0,20.0
18482,8.0,4.0,1.5,4.5,21.0,18.0
18483,7.5,4.0,1.5,4.5,5.0,17.5
18484,6.5,6.0,2.0,6.0,20.0,20.5
18485,7.5,5.5,2.5,6.0,0.0,21.5
18486,7.5,4.0,2.0,8.0,14.0,21.5
18487,8.0,4.5,1.5,7.5,17.0,21.5
18488,7.0,6.0,2.5,5.0,3.0,20.5
18489,6.5,5.5,2.0,4.5,14.0,18.5
18490,6.5,5.5,2.5,4.5,22.0,19.0
18491,5.5,6.0,2.5,7.0,17.0,21.0
18492,6.5,6.0,3.0,6.5,14.0,22.0
18493,8.0,5.0,3.0,5.0,5.0,21.0
18494,8.0,4.5,2.5,4.5,2.0,19.5
18495,5.5,5.5,1.5,5.0,21.0,17.5
18496,5.5,5.0,2.5,7.0,14.0,20.0
18497,5.5,5.5,3.0,7.0,15.0,21.0
18498,7.5,6.0,3.0,4.5,2.0,21.0
18499,6.5,6.0,3.0,5.5,13.0,21.0
18500,7.0,6.0,3.0,8.0,1.0,24.0
18501,7.0,4.5,2.5,5.0,23.0,19.0
18502,6.5,5.5,1.5,6.5,15.0,20.0
18503,8.0,5.5,3.0,4.5,27.0,21.0
18504,6.0,4.5,3.0,4.5,12.0,18.0
18505,7.5,5.5,3.0,5.0,22.0,21.0
18506,5.5,6.0,2.5,5.0,20.0,19.0
18507,8.0,5.5,3.0,6.0,0.0,22.5
18508,8.0,4.5,2.5,6.5,9.0,21.5
18509,8.0,5.5,3.0,5.5,7.0,22.0
18510,6.0,5.5,2.0,4.5,1.0,18.0
18511,6.0,5.5,2.0,4.5,11.0,18.0
18512,6.0,4.0,3.0,5.0,25.0,18.0
18513,7.5,6.0,1.5,5.5,3.0,20.5
18514,6.0,6.0,2.0,8.0,22.0,22.0
18515,5.5,4.0,1.5,7.0,3.0,18.0
18516,6.0,4.0,1.5,8.0,11.0,19.5
18517,6.0,5.0,1.5,6.5,4.0,19.0
18518,7.0,4.0,2.5,6.5,3.0,20.0
18519,7.0,5.0,1.5,7.0,15.0,20.5
18520,5.5,6.0,3.0,7.5,19.0,22.0
18521,6.5,5.0,3.0,5.5,0.0,20.0
18522,6.0,4.5,2.0,7.0,15.0,19.5
18523,6.0,5.5,1.5,5.0,27.0,18.0
18524,6.0,5.0,2.0,7.5,13.0,20.5
18525,6.0,4.0,2.5,7.5,22.0,20.0
18526,5.5,5.0,2.0,5.5,3.0,18.0
18527,7.5,5.5,2.0,6.0,27.0,21.0
18528,8.0,4.5,2.5,5.0,24.0,20.0
18529,6.0,4.0,1.5,7.5,27.0,19.0
18530,6.0,4.0,2.5,6.5,18.0,19.0
18531,8.0,5.5,3.0,5.0,1.0,21.5
18532,6.0,4.0,3.0,6.0,14.0,19.0
18533,7.0,5.5,2.5,7.0,1.0,22.0
18534,7.0,4.0,1.5,8.0,4.0,20.5
18535,6.5,6.0,2.0,4.5,13.0,19.0
18536,6.0,4.0,2.5,7.0,25.0,19.5
18537,8.0,5.5,1.5,4.5,9.0,19.5
18538,6.5,6.0,3.0,6.5,19.0,22.0
18539,6.0,5.0,3.0,4.5,6.0,18.5
18540,6.5,5.5,2.0,6.0,19.0,20.0
18541,5.5,4.0,2.0,5.5,27.0,17.0
18542,7.5,6.0,2.0,8.0,1.0,23.5
18543,7.0,5.5,3.0,5.5,20.0,21.0
18544,6.5,4.5,2.5,4.5,26.0,18.0
18545,6.0,4.5,2.0,7.5,17.0,20.0
18546,6.5,5.5,3.0,7.5,22.0,22.5
18547,6.5,5.5,3.0,6.5,1.0,21.5
18548,5.5,4.0,2.5,6.0,9.0,18.0
18549,6.0,4.0,1.5,6.0,11.0,17.5
18550,8.0,5.5,3.0,4.5,24.0,21.0
18551,6.0,5.5,3.0,5.5,20.0,20.0
18552,6.5,4.0,3.0,5.0,12.0,18.5
18553,8.0,4.5,2.0,7.0,9.0,21.5
18554,7.0,4.0,1.5,8.0,18.0,20.5
18555,7.0,5.0,2.0,7.5,25.0,21.5
18556,6.0,5.0,2.0,7.0,18.0,20.0
18557,8.0,4.5,3.0,6.5,9.0,22.0
18558,7.0,6.0,1.5,6.5,16.0,21.0
18559,6.5,4.0,2.0,6.0,15.0,18.5
18560,7.5,4.5,2.5,7.0,9.0,21.5
18561,7.0,4.5,2.0,7.0,0.0,20.5
18562,7.0,5.5,3.0,6.5,1.0,22.0
18563,7.5,4.5,1.5,8.0,20.0,21.5
18564,8.0,6.0,2.5,5.5,5.0,22.0
18565,7.0,4.5,2.0,7.5,24.0,21.0
18566,8.0,5.0,1.5,7.5,16.0,22.0
18567,7.0,5.0,2.0,6.0,0.0,20.0
18568,6.0,4.5,2.0,5.0,24.0,17.5
18569,8.0,5.5,2.0,6.0,27.0,21.5
18570,8.0,5.0,1.5,5.5,16.0,20.0
18571,6.5,4.0,2.5,8.0,24.0,21.0
18572,7.5,4.5,2.5,8.0,1.0,22.5
18573,6.5,4.0,3.0,6.5,9.0,20.0
18574,6.0,4.0,3.0,7.0,11.0,20.0
18575,6.0,5.0,3.0,8.0,25.0,22.0
18576,7.0,5.0,1.5,5.0,17.0,18.5
18577,8.0,5.0,2.5,5.5,25.0,21.0
18578,8.0,4.0,2.0,7.0,27.0,21.0
18579,7.5,5.5,2.5,7.0,16.0,22.5
18580,7.0,4.0,2.0,8.0,25.0,21.0
18581,7.5,5.5,3.0,5.0,4.0,21.0
18582,7.5,4.0,2.0,5.0,7.0,18.5
18583,5.5,4.0,3.0,7.0,1.0,19.5
18584,7.5,4.5,1.5,5.5,3.0,19.0
18585,7.0,5.5,2.5,6.5,11.0,21.5
18586,7.0,5.5,3.0,4.5,10.0,20.0
18587,6.0,6.0,2.5,7.0,19.0,21.5
18588,7.0,5.0,2.5,7.0,10.0,21.5
18589,8.0,4.5,1.5,5.0,22.0,19.0
18590,6.0,6.0,2.5,5.5,11.0,20.0
18591,6.0,5.5,2.5,6.5,14.0,20.5
18592,7.0,4.0,2.0,6.0,16.0,19.0
18593,6.5,4.0,2.0,6.5,3.0,19.0
18594,7.5,6.0,1.5,7.5,11.0,22.5
18595,6.5,6.0,2.5,4.5,12.0,19.5
18596,7.0,4.5,1.5,4.5,9.0,17.5
18597,5.5,4.5,3.0,4.5,3.0,17.5
18598,8.0,4.0,2.5,7.0,10.0,21.5
18599,7.0,6.0,1.5,8.0,22.0,22.5
18600,7.5,4.0,3.0,7.0,12.0,21.5
18601,8.0,4.5,2.0,6.0,14.0,20.5
18602,8.0,4.5,3.0,4.5,16.0,20.0
18603,8.0,4.0,3.0,6.0,11.0,21.0
18604,6.0,4.0,3.0,5.0,0.0,18.0
18605,6.5,5.5,2.0,6.0,17.0,20.0
18606,6.0,5.0,2.5,8.0,12.0,21.5
18607,7.5,4.5,1.5,6.0,2.0,19.5
18608,8.0,4.5,2.5,7.0,23.0,22.0
18609,7.5,5.0,1.5,6.0,4.0,20.0
18610,6.5,5.5,2.0,7.5,27.0,21.5
18611,6.5,4.0,3.0,5.0,22.0,18.5
18612,8.0,5.5,3.0,7.5,27.0,24.0
18613,7.0,4.0,3.0,5.0,6.0,19.0
18614,8.0,5.0,2.5,6.5,25.0,22.0
18615,6.0,6.0,2.0,6.5,3.0,20.5
18616,7.0,4.5,3.0,7.0,12.0,21.5
18617,8.0,5.5,1.5,4.5,2.0,19.5
18618,6.0,6.0,1.5,7.5,9.0,21.0
18619,6.5,5.0,2.0,6.0,22.0,19.5
18620,6.5,4.0,2.5,7.5,26.0,20.5
18621,7.5,5.5,1.5,6.0,12.0,20.5
18622,6.5,5.0,3.0,7.0,6.0,21.5
18623,6.0,6.0,3.0,7.0,21.0,22.0
18624,6.0,4.0,2.5,5.5,17.0,18.0
18625,6.0,5.0,1.5,7.0,23.0,19.5
18626,6.0,4.0,3.0,7.5,25.0,20.5
18627,7.0,4.0,1.5,5.5,16.0,18.0
18628,7.5,4.5,1.5,5.0,26.0,18.5
18629,8.0,5.5,2.0,7.5,2.0,23.0
18630,8.0,5.0,3.0,8.0,22.0,24.0
18631,7.0,6.0,3.0,5.5,18.0,21.5
18632,7.5,5.0,2.5,5.0,24.0,20.0
18633,6.5,4.0,3.0,5.0,2.0,18.5
18634,7.5,4.5,1.5,5.0,16.0,18.5
18635,7.5,6.0,1.5,5.0,15.0,20.0
18636,6.5,4.5,1.5,5.0,10.0,17.5
18637,6.0,4.0,1.5,6.0,12.0,17.5
18638,6.0,4.5,3.0,5.5,24.0,19.0
18639,6.0,4.0,2.5,6.5,18.0,19.0
18640,5.5,4.5,1.5,5.5,9.0,17.0
18641,6.5,5.5,2.0,7.0,5.0,21.0
18642,8.0,5.5,3.0,4.5,25.0,21.0
18643,6.0,5.5,3.0,8.0,20.0,22.5
18644,7.0,5.5,1.5,5.0,23.0,19.0
18645,5.5,4.0,3.0,7.5,16.0,20.0
18646,7.0,4.0,2.5,7.5,2.0,21.0
18647,6.0,4.0,2.5,4.5,9.0,17.0
18648,6.5,6.0,2.0,7.0,0.0,21.5
18649,6.5,4.5,2.5,5.5,3.0,19.0
18650,6.0,4.0,2.5,4.5,0.0,17.0
18651,5.5,4.0,2.5,5.5,10.0,17.5
18652,7.5,5.5,3.0,6.5,18.0,22.5
18653,5.5,4.5,3.0,6.5,24.0,19.5
18654,5.5,4.5,3.0,7.5,12.0,20.5
18655,6.5,6.0,2.5,5.0,10.0,20.0
18656,6.0,4.5,2.5,8.0,0.0,21.0
18657,5.5,4.5,3.0,6.0,13.0,19.0
18658,5.5,6.0,2.5,6.5,0.0,20.5
18659,6.0,5.5,2.0,6.5,17.0,20.0
18660,6.0,6.0,3.0,5.0,19.0,20.0
18661,8.0,5.5,3.0,7.5,11.0,24.0
18662,6.5,4.0,3.0,7.5,7.0,21.0
18663,5.5,4.0,2.0,6.0,16.0,17.5
18664,6.0,4.0,2.5,5.0,16.0,17.5
18665,7.0,6.0,2.5,5.5,4.0,21.0
18666,5.5,4.5,1.5,7.0,7.0,18.5
18667,6.0,6.0,1.5,6.0,19.0,19.5
18668,7.5,5.5,3.0,4.5,10.0,20.5
18669,5.5,4.0,1.5,5.0,15.0,16.0
18670,6.0,6.0,1.5,4.5,14.0,18.0
18671,6.5,4.0,2.5,5.0,3.0,18.0
18672,7.5,4.5,3.0,8.0,19.0,23.0
18673,5.5,4.0,1.5,5.5,26.0,16.5
18674,6.5,4.0,1.5,4.5,9.0,16.5
18675,6.0,4.0,2.0,5.5,10.0,17.5
18676,6.5,6.0,2.5,8.0,7.0,23.0
18677,8.0,4.0,2.5,7.5,1.0,22.0
