MAS_S,MAS_O,MAS_D,MAS_M,PD
7.21,4.49,1.93,5.83,8
6.96,5.07,1.82,4.75,27
7.36,5.85,1.52,6.18,26
5.71,5.05,2.94,5.62,4
6.04,4.54,2.31,7.25,3
7.93,5.71,2.45,5.12,7
5.94,4.63,3.0,4.95,13
7.5600000000000005,5.32,2.88,6.4399999999999995,25
6.51,5.640000000000001,2.62,6.82,12
6.83,4.17,2.36,5.890000000000001,6
7.42,4.47,1.83,7.46,22
6.42,4.2,2.9299999999999997,6.0600000000000005,17
7.63,5.43,2.9699999999999998,5.85,22
6.48,4.91,1.69,4.78,22
7.48,4.99,2.6,5.35,16
6.0,4.71,1.9,5.0600000000000005,9
6.96,4.51,1.58,4.54,7
6.87,4.25,2.81,7.050000000000001,14
7.46,4.99,2.58,4.72,21
5.68,5.99,1.96,4.6,14
7.98,4.04,1.87,7.859999999999999,19
5.57,5.1,2.98,5.29,14
6.98,5.34,2.33,5.46,26
7.93,5.1899999999999995,1.65,6.91,19
5.96,4.23,2.6799999999999997,6.2,5
6.0600000000000005,5.83,2.5700000000000003,5.640000000000001,3
7.02,4.87,2.35,6.5600000000000005,7
5.53,4.18,2.31,6.79,22
7.84,4.59,3.0,7.51,22
7.68,4.63,2.34,6.88,26
6.02,4.53,2.5,5.6899999999999995,7
7.55,5.46,2.88,5.47,10
6.08,5.15,1.71,7.63,12
6.27,4.5,2.4699999999999998,7.7,7
7.38,4.33,2.5700000000000003,7.42,0
7.41,4.98,1.98,7.77,9
7.76,5.3,2.5700000000000003,5.02,15
6.12,5.18,1.67,7.57,26
7.3,5.5,2.17,5.83,16
6.47,5.05,2.21,5.65,20
6.65,5.61,2.63,6.46,27
7.1,5.3100000000000005,2.76,7.67,20
5.79,5.02,1.68,4.55,21
7.9,5.72,2.3,5.68,11
6.4,4.99,1.75,6.5600000000000005,7
7.15,4.49,1.69,7.51,18
7.54,4.44,1.83,7.98,16
7.85,5.2,1.8599999999999999,6.54,12
7.609999999999999,5.29,2.02,5.32,24
7.720000000000001,5.53,2.88,6.65,10
7.46,5.16,2.9000000000000004,5.83,23
6.66,5.33,2.11,7.45,13
6.0600000000000005,5.73,1.9100000000000001,6.63,24
7.36,5.03,2.59,5.32,3
6.36,4.04,2.3,6.24,12
5.68,5.38,2.79,4.66,26
5.78,4.12,2.36,7.800000000000001,23
6.01,4.62,2.15,7.77,11
5.55,4.79,2.8,6.35,9
5.83,4.09,2.48,5.63,8
6.9399999999999995,4.88,2.48,6.66,4
6.23,5.24,1.5,7.99,20
5.57,5.43,1.62,5.21,14
6.91,4.77,2.1,4.56,7
5.52,5.1899999999999995,1.62,7.79,24
6.5,5.18,2.49,4.68,14
6.44,5.13,1.92,5.32,18
6.92,4.95,1.75,7.98,13
6.54,5.140000000000001,2.81,7.140000000000001,22
7.83,4.42,2.5,6.74,11
7.6,4.25,1.88,7.41,7
7.03,5.5,2.38,6.78,26
6.87,5.36,2.54,5.12,7
6.890000000000001,4.39,1.88,5.05,4
6.16,4.37,2.05,6.29,17
6.86,4.18,2.44,7.1,10
6.73,5.34,2.59,6.140000000000001,17
6.42,4.38,2.02,6.1,16
7.99,4.08,2.0,6.859999999999999,4
6.96,5.29,2.83,4.73,25
7.15,5.38,2.7,6.5600000000000005,9
6.36,5.38,2.96,5.28,18
5.79,4.49,2.19,7.98,22
7.48,4.41,1.94,5.0,20
6.71,6.0,2.7800000000000002,6.33,27
6.48,4.57,2.91,5.33,0
6.03,5.6,1.87,6.15,11
6.22,5.890000000000001,1.99,4.65,12
7.01,4.18,2.2199999999999998,5.04,9
6.19,5.66,2.62,7.16,15
6.04,5.17,1.6400000000000001,5.09,16
6.07,4.92,2.24,5.5,8
6.18,5.2,2.92,7.9399999999999995,9
6.62,4.03,1.65,7.9,9
7.84,5.45,2.12,5.03,27
7.33,4.63,2.6100000000000003,4.8,15
7.78,5.38,2.55,6.3100000000000005,27
7.84,5.71,1.59,5.15,22
7.0600000000000005,4.75,2.08,5.14,23
7.08,5.59,1.59,6.57,12
7.12,4.15,1.54,5.9399999999999995,26
7.16,5.16,2.85,4.81,20
6.7,4.44,2.54,4.66,18
6.73,4.15,2.17,6.77,10
6.75,5.01,2.33,7.58,25
6.53,4.95,2.02,6.55,4
5.95,5.42,2.8600000000000003,5.02,25
7.6,4.62,2.5300000000000002,5.99,25
7.88,5.12,2.01,5.47,26
6.19,4.8,2.7,6.03,18
6.37,4.87,2.2199999999999998,6.970000000000001,13
7.05,4.21,2.79,6.79,11
5.97,4.65,1.68,5.88,13
7.51,4.0,1.9,7.1899999999999995,2
6.73,4.52,1.84,6.27,20
6.88,4.36,1.67,5.74,19
6.95,5.85,2.6500000000000004,7.75,3
7.75,4.57,2.05,5.12,19
7.29,4.23,1.79,7.65,23
7.9399999999999995,4.18,2.46,6.2,21
6.12,4.15,1.55,7.24,18
6.83,4.0,1.94,7.03,4
5.68,4.89,1.51,7.17,7
7.63,4.07,1.66,6.67,10
6.78,6.0,2.85,6.43,26
6.24,5.46,2.43,7.09,5
6.91,4.23,2.2,6.71,17
5.56,4.8,2.96,7.02,16
5.87,5.4,2.36,7.640000000000001,10
7.04,4.19,2.56,7.02,14
6.22,4.73,2.85,6.11,12
6.2,4.62,2.74,6.71,3
7.57,4.14,2.15,7.470000000000001,15
6.92,5.66,2.83,7.53,27
7.48,4.9,2.77,6.78,19
6.98,4.25,1.82,6.800000000000001,4
6.3,5.74,2.8600000000000003,5.3100000000000005,14
7.36,5.36,1.57,7.17,18
6.3100000000000005,4.7,2.7,7.890000000000001,6
6.48,4.63,1.77,5.25,7
7.12,4.95,2.04,6.27,12
7.52,5.99,1.62,6.88,27
5.82,4.12,2.94,6.49,9
5.85,5.17,2.12,5.05,17
5.72,5.4,2.92,6.87,10
5.65,4.7,2.12,4.89,8
5.85,4.12,1.84,5.47,10
6.22,4.66,2.46,7.73,13
6.4,4.31,2.31,5.52,13
7.76,4.91,2.83,7.6899999999999995,12
6.43,4.15,2.5700000000000003,6.3,13
6.73,4.25,2.98,6.23,26
7.04,4.17,1.63,4.63,22
7.53,4.46,2.4699999999999998,7.1899999999999995,19
5.72,5.9399999999999995,1.71,5.29,19
7.640000000000001,4.09,2.6799999999999997,6.3,27
6.68,4.04,1.8,5.0,4
6.41,4.45,2.76,5.58,12
7.84,5.65,2.43,6.0600000000000005,11
6.3100000000000005,4.5,1.72,7.57,15
7.22,4.38,1.55,7.2,20
7.74,5.4399999999999995,2.02,7.49,21
7.970000000000001,4.79,2.74,6.63,26
7.3,5.55,1.72,6.59,8
6.75,5.42,2.75,6.59,4
5.8,5.71,2.46,7.29,27
7.0,4.31,2.48,6.29,1
6.98,5.88,2.81,4.77,6
6.18,4.39,2.14,7.09,21
6.66,5.32,1.96,6.45,6
7.02,4.46,1.95,4.71,5
7.87,5.84,1.8900000000000001,4.67,26
6.55,5.58,2.48,7.92,2
7.57,5.0,1.72,5.48,1
5.87,4.96,2.52,5.67,22
5.79,4.25,2.8600000000000003,7.220000000000001,4
6.98,4.32,2.75,4.82,24
5.79,4.85,2.1,7.859999999999999,23
6.1,4.08,2.55,7.91,6
7.04,4.42,1.73,4.97,26
7.32,4.11,2.17,5.25,25
7.4,4.34,1.66,6.55,27
6.63,5.42,2.87,6.92,16
6.65,4.46,2.38,6.6,18
5.51,5.83,2.4,5.85,3
7.13,4.97,2.42,6.01,14
6.7,4.19,1.71,6.37,20
7.49,4.45,1.97,7.34,22
7.0600000000000005,4.44,2.75,7.7,2
5.71,4.07,1.77,7.83,26
6.65,5.88,2.25,4.61,23
6.47,4.86,1.5,7.7,10
6.98,4.4,1.52,5.98,23
6.83,5.890000000000001,2.41,7.29,2
6.88,4.97,2.27,6.17,25
6.3100000000000005,5.77,2.48,4.97,18
7.609999999999999,5.16,2.5,7.37,9
5.65,5.8,2.81,7.6,11
7.76,5.6899999999999995,2.9000000000000004,6.890000000000001,15
5.71,4.21,2.3200000000000003,5.71,20
7.84,5.55,2.98,7.16,18
7.24,4.29,2.92,6.83,19
6.99,4.8100000000000005,2.6,5.2,2
6.23,4.14,1.7,6.609999999999999,22
7.02,5.09,2.99,7.3100000000000005,6
6.9399999999999995,5.88,1.88,6.43,24
5.98,4.32,2.6,6.75,1
5.82,4.44,1.6400000000000001,4.74,10
6.6,4.4,2.29,6.83,25
6.3,4.65,1.6400000000000001,6.22,7
5.93,5.71,1.73,6.62,27
7.45,5.04,1.83,6.5600000000000005,13
5.75,5.87,2.7800000000000002,6.0600000000000005,9
7.62,4.87,2.29,6.63,8
6.22,4.13,2.2800000000000002,7.98,9
7.859999999999999,4.88,1.93,5.48,15
5.65,4.0,2.67,5.41,2
7.0600000000000005,4.94,2.0700000000000003,7.46,9
6.3100000000000005,4.86,1.5,5.5,15
6.49,4.57,2.58,7.8100000000000005,22
7.7,5.0,1.82,7.720000000000001,24
6.4,4.69,1.83,6.0600000000000005,13
5.83,4.36,2.2199999999999998,6.07,20
5.98,5.26,2.6500000000000004,5.57,13
6.3,4.33,2.12,4.66,5
5.93,5.32,2.51,5.7,16
6.8100000000000005,4.51,2.21,7.85,25
6.98,5.91,2.9000000000000004,7.24,8
7.9399999999999995,5.22,1.87,7.75,25
6.41,4.75,2.9299999999999997,4.67,25
6.74,4.6,2.08,4.95,20
7.720000000000001,5.49,2.74,6.0,14
7.49,5.45,1.74,4.72,10
7.9,6.0,2.95,7.13,11
7.38,5.15,1.57,5.87,25
6.77,4.95,2.24,6.46,8
7.11,5.4399999999999995,2.31,5.29,6
7.74,5.11,1.55,6.800000000000001,22
6.12,4.87,2.7800000000000002,5.77,20
7.37,5.59,1.9,5.01,7
5.81,5.74,1.53,5.84,11
7.75,5.29,2.0300000000000002,5.03,19
6.5600000000000005,4.46,2.3,5.13,27
5.53,4.1,2.46,6.01,15
6.04,4.57,2.8200000000000003,5.53,13
7.45,5.18,1.57,6.18,3
6.17,4.68,2.15,7.07,2
7.27,4.53,2.6799999999999997,4.61,8
6.53,4.36,2.74,7.4,16
6.84,4.15,1.63,5.66,13
7.2,4.14,2.94,5.09,15
5.71,4.45,1.67,5.86,21
7.1,5.24,1.77,5.45,22
5.74,5.3100000000000005,1.59,5.0600000000000005,10
7.15,5.4,2.37,7.62,11
7.47,4.5,2.69,6.03,18
6.09,5.63,2.58,7.7,3
7.76,4.48,2.36,7.23,20
6.33,5.83,2.36,7.83,19
5.74,5.5,2.71,7.4,1
7.5,5.46,2.8200000000000003,4.6,23
6.91,4.32,2.4699999999999998,6.1899999999999995,24
5.5,4.06,2.73,6.640000000000001,0
7.47,5.49,2.13,5.61,1
6.07,5.54,2.63,7.04,27
7.17,5.390000000000001,3.0,7.74,27
6.86,4.51,2.11,6.13,13
6.19,5.41,1.5,5.41,22
6.0600000000000005,5.33,2.9699999999999998,4.91,23
6.98,5.47,2.6,5.85,17
6.39,5.03,1.6,7.65,1
7.77,5.18,1.92,6.07,5
6.99,5.72,2.6500000000000004,6.03,13
5.88,5.54,1.53,6.49,19
7.5600000000000005,5.18,1.69,6.79,9
7.9,5.58,2.3,6.45,2
7.05,5.61,2.9000000000000004,6.95,12
6.75,4.09,2.42,5.02,0
5.91,5.25,2.2199999999999998,7.91,15
6.45,5.26,1.9100000000000001,7.88,9
7.17,5.6899999999999995,2.42,5.14,1
7.08,4.59,2.37,6.88,10
7.720000000000001,5.05,1.58,7.609999999999999,3
6.51,5.23,2.43,4.55,23
5.68,4.32,2.84,6.95,14
6.640000000000001,4.74,2.29,4.78,9
7.67,5.12,1.7,5.88,19
6.91,4.49,2.27,6.01,7
5.58,4.96,2.21,7.390000000000001,4
5.85,4.65,1.51,5.87,13
7.6,5.29,2.63,6.75,20
7.11,5.52,2.04,7.48,22
5.65,4.87,1.54,6.3100000000000005,6
7.13,5.12,2.44,5.18,3
5.51,4.99,1.81,6.88,9
6.26,4.44,1.92,4.55,3
6.59,4.47,2.8600000000000003,5.1,27
5.68,4.36,1.55,7.0600000000000005,4
7.48,4.02,2.33,6.01,16
7.7,4.33,2.0300000000000002,6.7,4
5.5,4.9,1.58,7.62,3
6.57,4.21,2.18,5.5,1
7.3,5.7,2.83,7.23,8
5.9,4.16,1.63,5.0,16
6.38,5.22,2.69,5.95,8
6.0600000000000005,5.24,2.96,6.91,6
5.64,4.68,1.69,5.8,21
999.0,999.0,999.0,999.0,999
6.9,5.82,2.31,4.52,8
6.2,4.1,1.59,6.59,27
6.03,5.97,1.58,5.29,1
7.76,4.54,2.16,5.890000000000001,7
7.83,5.07,2.5300000000000002,5.37,26
6.19,4.79,2.3200000000000003,6.9,16
7.6,5.52,3.0,7.25,7
7.22,4.77,2.4,6.1899999999999995,19
6.9399999999999995,4.8,2.76,4.88,1
6.04,5.36,2.6100000000000003,5.8,27
7.3,4.73,1.76,4.6,6
7.52,5.61,2.0700000000000003,4.77,9
5.96,4.3,2.87,7.1,19
6.58,5.52,2.41,5.27,4
5.68,5.74,1.75,4.86,11
7.1,5.62,1.8,6.51,22
6.92,4.12,2.87,5.24,25
7.75,4.12,1.9,7.17,20
7.46,4.42,2.88,6.1,10
5.64,4.52,2.41,5.92,21
5.61,4.47,1.77,5.98,22
6.22,4.63,2.2199999999999998,4.77,6
6.66,5.23,1.92,5.0600000000000005,20
6.23,4.12,2.67,6.890000000000001,22
7.46,5.09,1.63,7.48,13
7.6,5.6,1.68,6.87,15
6.93,6.0,2.81,7.91,5
6.37,4.33,2.8600000000000003,5.9,7
6.1,5.17,1.87,6.4,20
7.87,4.23,2.99,5.35,5
6.65,5.04,2.21,5.55,16
5.89,5.96,2.51,6.92,3
7.38,5.57,2.98,4.58,15
7.25,4.09,1.8900000000000001,6.4,3
5.57,5.63,2.04,7.71,20
7.62,4.66,2.36,4.9,6
7.52,4.78,2.05,4.99,15
6.5600000000000005,5.04,2.85,6.63,15
6.9,4.02,2.85,5.19,14
7.41,5.79,1.8,6.5600000000000005,26
7.93,4.36,1.74,6.15,20
7.21,5.79,2.13,4.54,2
6.4,5.74,1.62,5.8100000000000005,2
6.3,5.65,1.97,6.9,11
6.82,4.09,1.77,6.75,0
5.67,4.8,2.88,5.09,7
6.52,5.08,1.75,4.86,18
7.54,5.640000000000001,1.6,6.03,8
5.84,5.17,2.91,6.35,19
6.54,5.390000000000001,2.38,6.74,19
7.0600000000000005,5.27,2.8200000000000003,7.27,16
5.95,5.97,1.85,6.890000000000001,18
6.48,5.1899999999999995,1.73,4.94,13
6.66,5.42,2.74,7.42,5
6.32,4.27,2.56,6.83,6
7.84,4.96,2.76,5.74,25
7.4399999999999995,4.01,2.08,4.99,5
7.66,5.37,2.77,6.640000000000001,8
7.970000000000001,5.82,2.15,6.74,22
5.59,5.67,2.89,4.69,22
7.22,5.28,2.56,7.57,17
6.18,4.25,1.52,6.41,2
6.63,4.33,2.33,8.0,25
7.82,5.76,2.98,6.1899999999999995,22
6.16,4.53,2.26,5.95,26
6.71,5.63,1.59,5.08,7
7.5600000000000005,5.35,1.79,6.1,26
7.09,5.98,2.5300000000000002,5.45,20
6.77,5.05,1.7,5.84,0
7.21,5.37,1.56,5.1,24
5.56,5.07,2.77,6.45,16
6.88,5.76,2.6799999999999997,7.470000000000001,2
7.65,5.79,1.63,7.34,2
5.81,5.08,2.39,4.84,26
7.59,4.78,2.98,6.890000000000001,24
5.51,5.88,2.56,5.8,20
6.83,4.02,1.75,4.98,8
7.78,4.99,2.74,7.43,17
7.18,4.77,3.0,7.65,7
5.83,4.88,2.85,6.83,24
6.92,5.55,2.33,7.48,20
6.73,5.390000000000001,1.93,4.93,21
5.63,5.8100000000000005,2.77,7.75,4
6.13,5.04,1.51,6.34,2
7.8100000000000005,5.45,1.77,5.66,20
7.74,4.55,1.59,7.88,4
6.79,5.22,2.17,5.38,6
7.17,5.5,2.94,5.68,6
7.98,5.1,1.87,6.24,22
6.92,5.83,2.4,4.58,0
6.84,5.53,1.9,4.58,5
7.720000000000001,4.41,1.85,7.96,19
6.6,5.17,1.82,7.76,22
7.970000000000001,4.05,1.75,7.1899999999999995,2
6.98,5.97,1.65,7.49,24
6.22,4.35,1.87,7.21,13
5.74,5.16,2.9000000000000004,5.6899999999999995,22
7.12,4.9,2.7800000000000002,6.1899999999999995,27
6.23,4.11,2.2800000000000002,7.45,5
7.390000000000001,4.45,1.71,4.68,9
5.54,4.77,2.83,6.140000000000001,25
5.51,4.14,2.13,4.64,26
7.11,4.92,2.35,7.140000000000001,17
6.09,5.65,1.59,5.27,9
5.95,4.3,1.94,6.09,4
6.28,5.66,1.8599999999999999,7.95,11
6.47,4.57,2.46,6.93,21
6.3100000000000005,4.06,2.8,5.14,3
7.93,4.69,1.87,5.67,24
7.36,4.21,1.82,5.42,5
7.03,5.05,2.2,6.01,14
6.01,4.46,2.98,6.800000000000001,4
6.88,4.97,1.56,7.54,1
5.82,5.58,2.39,5.0,22
7.9399999999999995,5.38,2.46,6.390000000000001,0
7.49,5.02,2.4699999999999998,5.44,18
6.3,4.44,2.5300000000000002,4.74,23
7.26,4.65,1.6400000000000001,4.76,22
6.0,5.54,2.34,6.85,26
6.88,5.52,2.29,5.24,10
6.63,5.15,2.39,6.5600000000000005,21
6.29,5.22,2.74,4.72,11
5.52,4.34,1.62,7.1899999999999995,3
7.6,5.82,1.75,6.66,23
6.19,4.93,2.69,6.53,9
6.43,5.72,1.84,5.09,18
6.91,4.78,2.64,5.51,20
7.24,4.69,2.89,6.88,16
7.28,5.1,2.56,7.54,20
6.68,4.71,2.48,6.93,7
5.98,5.45,2.21,4.51,6
5.5,4.72,2.31,5.15,27
7.52,4.31,2.26,4.75,3
7.77,5.95,2.51,4.56,15
6.88,4.0,2.75,5.52,15
6.15,5.26,2.75,4.88,10
6.5,5.83,2.73,4.94,15
5.75,4.66,1.8599999999999999,6.28,26
5.97,5.22,2.17,7.23,21
6.48,4.66,2.54,4.97,2
5.77,4.29,2.76,5.76,25
7.0600000000000005,4.36,2.39,6.57,4
5.81,4.85,2.49,7.050000000000001,15
5.81,4.07,2.7199999999999998,6.63,11
5.67,5.92,2.15,5.17,8
7.33,4.8,2.23,6.59,24
5.82,5.17,2.27,5.05,16
7.720000000000001,5.77,2.38,7.17,26
7.82,4.1,2.59,5.74,5
7.38,5.46,2.77,6.390000000000001,13
6.58,4.28,2.0300000000000002,6.01,17
6.78,4.89,2.39,7.800000000000001,8
5.77,4.77,2.43,5.51,12
7.5600000000000005,5.8100000000000005,2.95,5.67,20
6.86,5.55,1.6,6.08,3
7.26,5.0600000000000005,2.89,4.9,0
5.99,4.04,2.33,4.78,10
5.88,5.66,2.46,6.890000000000001,2
6.91,5.23,2.02,4.95,11
6.77,4.63,2.42,4.52,11
5.78,4.52,2.29,7.9,6
6.62,5.46,2.13,6.05,25
5.68,4.9,2.87,5.96,0
7.3100000000000005,5.29,2.02,7.42,23
7.49,4.07,2.88,7.84,26
7.02,4.72,2.31,7.109999999999999,26
6.58,4.5,2.44,6.15,19
7.38,4.98,2.12,7.859999999999999,18
7.62,4.5600000000000005,2.14,6.43,12
6.58,4.06,1.67,7.96,8
7.0600000000000005,4.71,2.66,6.1899999999999995,22
7.6,5.34,2.01,5.43,26
6.23,5.03,2.29,4.55,10
7.0600000000000005,5.87,1.99,5.97,4
7.609999999999999,4.8,2.0300000000000002,7.140000000000001,1
5.79,5.43,2.2,5.34,23
7.390000000000001,5.12,2.51,5.34,6
5.74,5.82,2.9000000000000004,4.75,9
5.9,5.02,1.8599999999999999,6.46,21
6.01,4.34,1.72,5.51,13
6.29,5.07,2.6100000000000003,7.95,21
7.0,5.03,2.49,4.55,14
7.05,4.5,2.17,5.78,8
5.77,5.21,2.33,5.68,21
7.49,4.3,2.71,8.0,16
5.54,4.42,1.53,4.59,10
7.05,4.9,2.3,5.25,15
5.71,4.15,1.98,7.65,22
6.71,4.91,2.6500000000000004,5.55,8
7.55,4.5600000000000005,2.3,6.63,5
6.51,4.64,2.79,6.49,22
7.35,5.92,2.21,5.12,16
7.41,5.46,2.33,7.95,4
6.84,5.42,2.87,5.9,14
5.69,4.55,2.56,7.050000000000001,18
5.96,4.71,1.79,7.96,2
6.09,5.05,2.08,6.640000000000001,25
7.03,5.95,2.4,5.16,16
6.05,5.27,2.58,5.91,14
7.5600000000000005,4.85,2.16,6.96,6
5.98,4.79,1.6,6.54,12
5.87,4.27,1.9,5.82,12
5.51,4.06,2.46,5.7,3
7.33,4.99,1.9100000000000001,7.91,24
7.47,5.5600000000000005,2.58,5.32,11
5.69,4.47,2.41,4.98,11
7.84,5.08,1.99,7.46,23
6.62,5.38,1.54,7.34,12
7.35,4.11,1.95,4.96,23
7.05,5.640000000000001,1.8,7.720000000000001,0
6.38,4.2,2.25,6.02,6
6.16,5.88,1.93,6.4399999999999995,10
6.67,5.74,2.04,5.84,1
5.71,4.47,2.58,7.85,15
6.91,4.17,1.76,6.09,16
6.01,5.37,2.21,6.75,14
7.6899999999999995,4.58,1.74,6.390000000000001,6
6.02,5.92,2.79,7.42,0
6.11,5.390000000000001,2.25,7.32,3
5.68,5.61,2.6,6.27,23
7.25,4.03,1.92,5.1,8
7.9,5.84,2.56,5.39,1
7.88,4.79,2.1,5.39,10
5.84,4.62,2.91,4.85,4
7.83,4.12,1.68,6.92,8
5.65,4.25,2.46,5.34,8
7.76,5.8,2.23,6.67,9
5.68,4.19,2.9299999999999997,7.0600000000000005,10
5.74,4.11,3.0,5.67,8
6.6899999999999995,4.13,2.5,7.12,7
7.9,4.54,2.5700000000000003,5.33,12
5.84,5.82,2.06,5.59,18
6.27,5.9,2.11,6.46,14
7.2,4.58,1.97,7.92,6
7.3100000000000005,4.44,2.55,6.390000000000001,5
7.91,5.63,2.39,6.26,6
7.59,4.09,1.72,4.9,25
5.86,5.22,2.7800000000000002,4.71,16
6.95,4.61,1.57,7.4399999999999995,10
5.58,4.13,1.75,6.54,3
6.29,5.29,2.52,6.05,6
6.75,5.03,1.97,4.74,13
6.14,4.62,2.9299999999999997,4.57,10
7.970000000000001,4.08,2.01,6.34,14
7.890000000000001,4.62,2.12,6.79,19
7.82,5.36,1.93,4.75,8
7.45,5.1,2.25,5.28,5
6.76,4.45,2.14,6.1,23
7.28,4.22,2.73,4.6,9
5.59,5.8,2.35,5.8,0
6.34,4.54,2.23,7.550000000000001,10
7.62,4.26,2.58,6.42,1
6.07,5.41,1.7,7.73,25
7.3,4.44,2.3,7.04,7
5.76,5.0600000000000005,2.48,4.94,3
7.2,4.22,2.12,7.58,15
6.45,4.67,3.0,6.75,19
5.92,5.59,1.95,6.29,24
7.42,4.69,2.31,6.57,16
7.92,5.95,2.98,6.93,8
5.74,4.83,2.18,6.62,3
7.1,4.66,2.63,6.68,7
7.57,5.36,1.78,6.74,19
7.21,4.01,1.9100000000000001,6.21,26
5.9,5.29,2.8600000000000003,5.58,4
7.37,5.38,2.8600000000000003,6.87,27
6.51,4.8100000000000005,2.83,6.4399999999999995,1
5.8,4.78,2.96,6.46,13
7.62,5.05,2.81,5.58,22
6.65,5.46,2.63,4.69,18
6.57,5.02,2.69,7.32,16
7.8100000000000005,4.34,2.84,6.23,17
5.69,5.4,1.93,5.55,6
6.68,4.06,2.3200000000000003,5.84,22
7.91,5.6899999999999995,2.5,5.21,4
7.2,5.17,2.95,7.37,9
6.23,4.44,1.74,6.11,5
7.3100000000000005,5.03,1.59,6.53,5
7.32,4.12,2.39,7.23,13
6.13,5.96,2.31,5.86,20
6.23,5.53,2.41,7.49,0
5.67,4.46,1.98,7.96,3
6.47,4.53,2.06,6.47,4
6.55,4.7,2.37,5.5,23
6.35,5.67,2.9000000000000004,6.33,6
7.27,5.85,2.71,5.16,13
5.9,4.68,2.33,5.34,14
7.7,4.52,2.7800000000000002,7.02,3
5.81,5.09,2.67,7.02,12
7.71,5.36,2.99,7.220000000000001,2
6.68,5.54,2.06,5.41,12
7.15,5.35,2.8600000000000003,4.81,12
6.49,4.6,1.61,5.640000000000001,18
6.16,4.02,2.39,6.87,27
5.72,4.88,2.92,4.81,25
6.42,4.42,2.11,4.82,21
7.1,5.79,2.4,7.28,20
6.96,5.21,2.5700000000000003,4.92,5
5.84,5.22,1.9,7.17,16
5.81,4.47,2.11,5.33,10
6.25,5.46,2.11,5.03,22
7.5600000000000005,5.4399999999999995,2.6799999999999997,6.7,7
7.33,5.02,2.08,4.5,5
7.93,5.67,2.95,6.22,16
6.98,4.32,2.13,4.88,24
7.16,5.09,2.3,5.37,13
6.47,5.5,2.17,6.88,19
5.74,4.07,2.91,6.640000000000001,19
6.93,4.34,1.96,7.5,2
7.3,4.02,2.39,6.88,26
6.05,5.35,2.29,6.88,19
7.42,4.92,1.88,7.71,1
6.83,5.66,2.56,5.78,15
6.76,5.73,2.81,6.24,20
5.61,5.63,1.69,4.58,3
6.47,4.37,1.61,5.47,4
7.23,4.34,1.77,6.4,14
7.390000000000001,4.34,2.39,4.5,25
6.19,4.86,1.76,7.58,17
6.28,4.87,2.85,6.05,9
6.77,4.84,2.06,7.42,21
6.0600000000000005,4.57,1.85,7.15,14
6.72,5.03,2.15,7.15,1
6.3100000000000005,4.6,2.16,6.13,17
6.93,4.92,1.82,5.68,13
5.86,4.24,2.62,7.71,27
5.92,5.67,2.6799999999999997,6.03,8
6.8,5.09,2.36,6.59,26
7.41,4.69,2.56,6.890000000000001,3
7.71,5.87,2.45,6.46,17
5.58,4.54,2.3,7.59,7
6.95,5.3100000000000005,2.75,6.83,4
7.77,4.43,2.0300000000000002,6.48,0
5.89,5.4399999999999995,3.0,6.84,24
7.609999999999999,4.01,1.96,4.88,22
7.87,5.49,2.23,5.32,6
6.46,4.09,1.74,7.08,4
6.19,5.15,1.98,7.92,20
7.1899999999999995,4.24,1.99,6.0,10
7.87,5.17,1.57,4.55,14
6.32,4.2,2.34,5.01,2
6.45,5.92,2.08,5.62,15
7.45,4.86,2.41,7.16,18
6.67,5.84,2.29,6.76,9
7.859999999999999,5.36,2.06,6.79,11
5.98,5.88,2.74,7.73,13
6.65,4.01,2.18,7.09,9
7.22,4.72,1.6400000000000001,4.72,22
6.79,4.18,1.96,5.8,25
6.14,4.73,2.45,5.5600000000000005,27
6.57,5.52,2.74,5.0,17
6.12,5.97,2.5300000000000002,5.3,6
6.38,5.15,1.6,5.83,17
6.65,4.16,1.88,4.71,26
5.66,5.21,1.5,5.3,27
6.65,4.83,2.52,5.25,5
6.84,5.54,1.87,5.82,11
7.54,4.93,2.2199999999999998,7.359999999999999,13
5.91,5.890000000000001,2.59,5.6,17
6.28,5.74,1.51,6.49,26
7.96,4.7,2.24,6.79,7
5.54,5.76,2.0700000000000003,4.82,20
7.0600000000000005,5.84,2.45,6.47,18
7.15,5.61,2.89,5.91,20
7.4399999999999995,4.97,1.74,6.67,12
6.34,4.4,2.87,6.66,10
5.64,5.01,2.64,7.77,8
6.93,4.51,2.33,5.02,22
7.21,5.45,1.66,5.83,12
7.25,4.84,1.66,4.97,22
7.32,4.71,1.6,6.5600000000000005,5
5.81,5.72,2.54,7.33,24
7.3100000000000005,4.39,2.98,7.08,13
6.42,4.71,1.7,5.25,9
7.48,5.02,1.8,7.65,8
7.85,4.32,2.02,4.92,14
7.21,5.2,2.94,5.92,10
5.76,5.93,2.2199999999999998,7.07,4
5.77,5.05,2.83,5.68,12
7.75,4.26,2.49,6.05,3
7.28,5.25,2.77,6.63,5
6.62,5.140000000000001,1.51,5.2,26
7.27,4.25,1.96,5.65,6
7.55,5.33,1.6400000000000001,5.8,17
7.29,5.68,2.62,5.13,11
6.66,4.2,1.53,7.859999999999999,21
7.85,5.2,1.71,6.62,1
6.43,4.68,2.11,5.07,21
7.88,5.8,2.25,7.720000000000001,23
6.42,5.67,2.38,4.55,4
5.71,4.57,2.8600000000000003,7.359999999999999,5
5.73,5.83,2.75,4.52,25
